DayD: Through Time,8Floor Games,8Floor Games,18/Abr/2019
DC Universe™ Online,Daybreak Game Company,Daybreak Game Company,06/Ago/2019
de Blob,Blitworks,THQ Nordic,26/Jun/2018
de Blob 2,Blitworks,THQ Nordic,28/Ago/2018
De Mambo,The Dangerous Kitchen,The Dangerous Kitchen,13/Jul/2017
Dead Cells,Motion Twin,Motion Twin,07/Ago/2018
Dead Fun Pack: Penguins and Aliens Strike Again,Pixel Bones Studio,EnjoyUp Games,24/Mai/2018
Dead in Vinland - True Viking Edition,Plug In Digital,Plug In Digital,11/Jul/2019
Dead Synchronicity: Tomorrow Comes Today,Fictiorama Studios,Badland Games,21/Nov/2017
Deadbolt,Code Mystics,Hopoo Games,25/Out/2018
Death Coming,NEXT Studios,Zodiac Interactive,25/Abr/2019
Death Mark,Experience,Aksys Games,31/Out/2018
Death Road to Canada,Rocketcat Games / Madgarden,Ukiyo Publishing,08/Mai/2018
Death Squared,SMG Studio,SMG Studio,13/Jul/2017
Debris Infinity,SVC Games,SVC Games,21/Set/2018
Deemo,Rayark,Flyhigh Works,28/Set/2017
Deep Ones,Sometimes You,Sometimes You,11/Abr/2018
Deer Drive Legends,Raylight s.r.l.,Maximum Games,14/Jun/2019
Defense Grid 2,Hidden Path Entertainment,Hidden Path Entertainment,07/Fev/2019
Defoliation,Rising Win Tech,Cosen,31/Mai/2018
Degrees of Separation,Moondrop Studios,Modus Games,14/Fev/2019
Deltarune Chapter 1,"8-4, Ltd.",8-4,28/Fev/2019
Demetrios - The BIG Cynical Adventure,Cowcat,Cowcat,03/Dez/2018
Demolition Crew,xirBX,xirBX,14/Jun/2019
Demon's Crystals,Byte4games,Badland Games,30/Out/2018
Deponia,Daedalic GmbH,Daedalic GmbH,24/Abr/2019
Deru - The Art of Cooperation,Ink Kit,Ink Kit,07/Nov/2018
Desert Child,Oscar Brittain,Akupara Games,11/Dez/2018
Desktop Baseball,SAT-BOX,SAT-BOX,31/Mai/2019
Desktop Bowling,SAT-BOX,SAT-BOX,08/Jul/2019
Desktop Soccer,SAT-BOX,SAT-BOX,21/Nov/2018
Desktop Table Tennis,SAT-BOX,SAT-BOX,28/Jun/2019
Destruction,Rising Win Tech,Cosen,15/Nov/2018
Detective Gallo,Adventure Productions,MixedBag Srl,17/Ago/2018
Detention,"Red Candle Games Co.,LTD",Coconut Island Games,01/Mar/2018
Devil Engine,Dangen Entertainment,Dangen Entertainment,21/Fev/2019
Devil May Cry,Capcom,Capcom,24/Jun/2019
Devious Dungeon,Ratalaika Games,Ratalaika Games,30/Mar/2018
Devious Dungeon 2,Woblyware Oy / Ratalaika Games,Ratalaika Games,17/Mai/2019
Diablo III: Eternal Collection,"Blizzard Entertainment, Inc","Blizzard Entertainment, Inc",02/Nov/2018
Die for Valhalla!,Monster Couch sp. z o. o.,Monster Couch,29/Mai/2018
Dig Dog,Wild Rooster,Wild Rooster,26/Abr/2019
Dimension Drive,2Awesome Studio,2Awesome Studio,07/Dez/2017
Ding Dong XL,Nickervision Studios,Nickervision Studios,22/Abr/2019
Disc Jam,High Horse Entertainment,High Horse Games,08/Fev/2018
Disco Dodgeball - REMIX,Zen Studios,Zen Studios,22/Mai/2018
Disease: Hidden Object,OperaHouse Corporation,D3Publisher,05/Jul/2018
Disgaea 1 Complete,Nippon Ichi Software,NIS America,09/Out/2018
Disgaea 5 Complete,Nippon Ichi Software,NIS America,23/Mai/2017
Distrust,Cheerdealers,Alawar Premium,16/Jul/2019
Divine Ascent,Absorb Reality,Timothee Paez,25/Jul/2019
Dobutsu Shogi World,Silverstar,Silverstar,27/Jun/2019
Doggie Ninja: The Golden Mission,Toydea Inc.,Toydea,11/Abr/2019
Dokuro,GungHo Online Entertainment,SE Mobile and Online,27/Set/2018
"Don't Die, Mr Robot!",Infinite State Games,Digerati,03/Mai/2018
Don't Knock Twice,Wales Interactive Ltd.,Wales Interactive Ltd.,17/Out/2017
Don't Sink,Studio Eris,Hitcents,03/Jan/2019
Don't Starve: Nintendo Switch Edition,Klei Entertainment,Klei Entertainment Inc.,12/Abr/2018
Donkey Kong Country: Tropical Freeze,Retro Studios,Nintendo,04/Mai/2018
Donut County,Ben Esposito,Annapurna Interactive,18/Dez/2018
Doodle God: Crime City,JoyBits,JoyBits,11/Jul/2019
Doodle God: Evolution,JoyBits,JoyBits,24/Jan/2019
Doom,id Software,Bethesda Softworks,10/Nov/2017
Doom (1993),Panic Button,Bethesda Softworks,26/Jul/2019
Doom II,Panic Button,Bethesda Softworks,26/Jul/2019
Doom 3,Panic Button,Bethesda Softworks,26/Jul/2019
Doom & Destiny,Heartbit Interactive,Heartbit,08/Fev/2019
Double Cross,13AM Games,Graffiti Games,10/Jan/2019
Double Dragon 4,InterOne Inc.,"Arc System Works Co., Ltd.",07/Set/2017
Doughlings: Arcade,Hero Concept,Hero Concept,13/Set/2018
Doughlings: Invasion,Hero Concept,Hero Concept,08/Ago/2019
Downwell,Moppin,Devolver Digital,31/Jan/2019
DragoDino,Plug In Digital,Plug In Digital,27/Abr/2018
Dragon Ball FighterZ,"Arc System Works Co., Ltd.",Bandai Namco Entertainment,28/Set/2018
Dragon Ball Xenoverse 2 for Nintendo Switch,Dimps,Bandai Namco Entertainment,22/Set/2017
Dragon Ball Z Super Butoden,Bandai / Tose,Bandai Namco Entertainment,20/Set/2018
Dragon Marked for Death,"Inti Creates CO., LTD.","Inti Creates CO., LTD.",31/Jan/2019
Dragon Pinball,Super Power Up,EnjoyUp Games,10/Mai/2019
Dragon Quest Builders,"Square Enix CO., LTD.",Nintendo,09/Fev/2018
Dragon Quest Builders 2,"Square Enix CO., LTD.",Nintendo,12/Jul/2019
Dragon Sinker,Exe Create Inc.,Kemco,22/Fev/2018
Dragon Snakes,My Next Games,My Next Games,09/Mai/2019
Dragon's Dogma: Dark Arisen,Capcom,Capcom,23/Abr/2019
Dragon's Lair Trilogy,Digital Leisure Inc,Digital Leisure Inc,17/Jan/2019
DragonFangZ - The Rose & Dungeon of Time,Toydea Inc.,Toydea,19/Dez/2017
Draw a Stickman: EPIC 2,Hitcents,Hitcents,11/Jan/2018
Drawful 2,Jackbox Games,Jackbox Games,21/Jun/2018
Dream Alone,Fat Dog Games,Fat Dog Games,28/Jun/2018
Dream Daddy: A Dad Dating Simulator,Game Grumps,Game Grumps,02/Jul/2019
Dreamwalker,Code Mystics,Code Mystics Inc.,03/Jan/2019
DreamWorks Dragons Dawn of New Riders,Climax Studios,Outright Games,15/Fev/2019
Drift Legends,Black Fox Entertainment,LUXTRADE,18/Out/2018
Driving School Original,SC Ovilex Soft,SC Ovilex Soft,20/Jun/2019
Drone Fight,Silver Star Japan,Silver Star,12/Abr/2018
Drowning,Sometimes You,Sometimes You,30/Jan/2019
Duck Game,Landon Podbielski,Adult Swim Games,02/Mai/2019
Duck Life: Battle,Wix Games,Wix Games,18/Ago/2019
Duke of Defense,Christopher Anselmo / Sebastian Nigro,Hitcents,20/Jun/2019
Dungeon Rushers,Goblinz Studio,Plug In Digital,25/Mai/2018
Dungeon Stars,Furnace Games,Dungeon Stars,15/Fev/2019
Dungeon Warfare,Valsar,Singlecore Games,01/Ago/2019
Dungeons & Aliens,Kool2Play,Arts Alliance,15/Mar/2019
Dust: An Elysian Tail,Humble Hearts LLC,Humble Hearts,10/Set/2018
Dustoff Heli Rescue 2,Invictus Games / Ratalaika Games,Rainy Frog,25/Jan/2018
Dusty Raging Fist,PD Design Studio,PD Design Studio,14/Mar/2019
Dying: Reborn - Nintendo Switch Edition,Nekcom Entertainment,Coconut Island Games,17/Jan/2019
Dyna Bomb,7 Raven Studios,7 Raven Studios,30/Mai/2019
Dynamite Fishing - World Games,HandyGames,HandyGames,21/Dez/2018
Dynasty Warriors 8: Xtreme Legends Definitive Edition,"Koei Tecmo Games CO., LTD.",Koei Tecmo America,27/Dez/2018
Earth Atlantis,Pixel Perfex,Headup Games,05/Out/2017
Eagle Island,Pixelnicks,Screenwave Media,11/Jul/2019
Earth Wars,One or Eight INC.,One or Eight,25/Jan/2018
Earthlock,Snowcastle Games,Snowcastle Games,08/Mar/2018
Earthworms,All Those Moments,Sonka,24/Ago/2018
Eat Beat Deadspike-san,Arc System Works,"Arc System Works Co., Ltd.",22/Mar/2018
Edna & Harvey: Harvey's New Eyes,Daedalic Entertainment,Daedalic GmbH,14/Ago/2019
Eekeemoo - Splinters of the Dark Shard,Cooply Solutions / Goldborough Studio,Cooply,02/Ago/2018
Eight-Minute Empire: Complete Edition,Acram Digital / Mobo Studio,Acram,27/Ago/2019
Element,Flightless,Flightless,27/Jul/2018
Elevator...to the Moon! Turbo Champion's Edition,Roccat Games Studio,Arcade Distillery,06/Mar/2019
Elli,BandanaKid,BandanaKid,10/Jan/2019
Elliot Quest,Ansimuz Games,PlayEveryWare Games,19/Out/2017
Embers of Mirrim,Creative Bytes Studios,Creative Bytes,07/Dez/2017
Enchanting Mahjong Match,Orgesta,D3Publisher,15/Mar/2018
Energy Balance,Sometimes You,Evgeniy Kolpakov,16/Jan/2018
Energy Cycle,Sometimes You,Evgeniy Kolpakov,25/Dez/2017
Energy Cycle Edge,Sometimes You,Sometimes You,05/Dez/2018
Energy Invasion,Sometimes You,Evgeniy Kolpakov,11/Jan/2018
Enigmatis 2: The Mists of Ravenwood,Artifex Mundi,Artifex Mundi,25/Mai/2018
Enter the Gungeon,Dodge Roll,Devolver Digital,14/Dez/2017
Epic Astro Story,Kairosoft,Kairosoft,27/Jun/2019
Epic Clicker Journey,Cleversan Software,Ultimate Games,06/Ago/2019
Epic Loon,Macrales Studio,Ukuza,13/Jul/2018
Escape Doodland,Sonka,QubicGames,30/Nov/2018
Escape from the Universe,CAT-astrophe Games,CAT-astrophe Games,16/Ago/2019
Escape Game : Aloha,Silver Star Japan,Silver Star,24/Mai/2018
Escape Trick: 35 Fateful Enigmas,D3 Publisher Inc.,D3Publisher,15/Fev/2018
ESport Manager,InImages,Ultimate Games,27/Ago/2019
Estiman,Kool2Play,Arts Alliance,07/Fev/2019
Eternal Edge,Righteous Weasel Games,Righteous Weasel,12/Abr/2018
Eternum Ex,Flynn's Arcade / Radin Games,Zerouno Games,25/Out/2018
Ethan: Meteor Hunter,Seaven Studio,Seaven Studio,11/Dez/2018
Etherborn,Altered Matter,Altered Matter,18/Jul/2019
European Conqueror X,EasyTech,Circle Ent.,07/Mai/2019
Everdark Tower,"Hit-Point Co., Ltd.",Kemco,22/Ago/2019
Everspace - Stellar Edition,Rockfish Games GmbH,Rockfish Games,11/Dez/2018
"Everybody, Hearts!",CELLNAVI,CELLNAVI,18/Abr/2019
Everything,David O'Reilly,David O'Reilly,10/Jan/2019
Evil Defenders,Crazy Panda,Crazy Panda,14/Mai/2019
Exception,Traxmaster Software,Traxmaster Software,13/Ago/2019
Exorder,Solid9 Studio,Fat Dog Games,16/Out/2018
Extreme Poker,"RedinC Co.,Ltd.",Dorasu,16/Ago/2018
Fairune Collection,Flyhigh Works,Flyhigh Works,17/Mai/2018
Fairy Fencer F: Advent Dark Force,Idea Factory / Compile Heart,Idea Factory,17/Jan/2019
Fairy Tale Puzzles: Magic Objects,"Adore Co.,Ltd.",Office5656,25/Out/2018
Fall of Light: Darkest Edition,RuneHeads,Digerati,30/Ago/2018
Fallen Legion: Rise to Glory,"YummyYummyTummy, Inc.",NIS America,29/Mai/2018
Fallout Shelter,Bethesda Game Studios,Bethesda Softworks,10/Jun/2018
Fantasy Hero: Unsigned Legacy,Arc System Works,"Arc System Works Co., Ltd.",25/Jan/2018
Fantasy Strike,Sirlin Games,Sirlin Games,25/Jul/2019
Farm Expert 2018 for Nintendo Switch,SimFabric,SimFabric,30/Mar/2018
Farm Together,Milkstone Studios,Milkstone Studios,01/Fev/2019
Farming Simulator Nintendo Switch Edition,Giants Software,Focus Home Interactive,07/Nov/2017
Fast RMX,Shin'en,Shin'en Multimedia,03/Mar/2017
Fat City,Heavy Iron Studios,Heavy Iron Studios,06/Jun/2019
Fate/Extella Link,Marvelous Inc.,Marvelous (XSEED),19/Mar/2019
Fate/Extella: The Umbral Star,Marvelous Inc.,Marvelous USA/XSEED Games,25/Jul/2017
Fe,Zoink!,EA Originals,16/Fev/2018
Fear Effect Sedna,Sushee SARL,Square Enix,16/Mar/2018
Feather,Samurai Punk,Samurai Punk,05/Abr/2019
Fell Seal: Arbiter's Mark,6 Eyes Studio,1C Entertainment,14/Ago/2019
Feral Fury,Skandivania Games ANS,Skandivania,11/Out/2018
Fernz Gate,Exe Create Inc.,Kemco,23/Ago/2018
Feudal Alloy,Attu Games,Attu Games,17/Jan/2019
FIFA 18,EA Vancouver / EA Romania,Electronic Arts Inc,29/Set/2017
FIFA 19,EA Vancouver / EA Romania,Electronic Arts Inc,28/Set/2018
Fight of Gods,Digital Crafter,Digital Crafter,18/Jan/2019
Figment,Bedtime Digital Games,Bedtime Digital Games,28/Jun/2018
Fill-a-Pix: Phil's Epic Adventure,Lightwood Games,Lightwood Games,12/Jul/2018
Fimbul,Zaxis ApS,EuroVideo Medien,28/Fev/2019
Final Fantasy VII,"Square Enix CO.,LTD.",Square Enix,26/Mar/2019
Final Fantasy IX,Guild Studio Inc.,Square Enix,13/Fev/2019
Final Fantasy X/X-2 HD Remaster,"Square Enix CO.,LTD.",Square Enix,16/Abr/2019
Final Fantasy XII: The Zodiac Age,"Square Enix CO.,LTD.",Square Enix,30/Abr/2019
Final Fantasy XV Pocket Edition HD,Square Enix,Square Enix,13/Set/2018
"Final Light, The Prison",EnjoyUp Games,EnjoyUp Games,27/Jul/2018
Find The Balance,Wastelands Interactive,Wastelands,20/Set/2018
Fire Emblem Warriors,"Koei Tecmo Games CO., LTD.",Nintendo,20/Out/2017
Fire Emblem: Three Houses,"Koei Tecmo Games CO., LTD.",Nintendo,26/Jul/2019
Firefighters - The Simulation,United Independent Entertainment,United Independent Entertainment,24/Abr/2018
Firefighters: Airport Fire Department,United Independent Entertainment,United Independent Entertainment,24/Abr/2018
Firewatch,Campo Santo Productions,Campo Santo,17/Dez/2018
Fishing Star World Tour,WFS,WFS,30/Jan/2019
Fishing Universe Simulator,Ultimate Games S.A.,Forever Entertainment,24/Jan/2019
Fitness Boxing,Imagineer,Nintendo,04/Jan/2019
Flashback,Paul Cuisset,Microïds,17/Jun/2018
Flat Heroes,Parallel Circles,Deck 13,02/Ago/2018
Flinthook,Tribute Games Inc.,Tribute Games,09/Mar/2018
Flip Over Frog,Mutan INC.,Mutan,09/Ago/2018
Food Truck Tycoon,Baltoro Games,Baltoro Games,08/Fev/2019
Football Heroes Turbo,Run Games,Run Games,17/Jan/2019
Football Manager Touch 2018,Sports Interactive,Sega,13/Abr/2018
Football Manager Touch 2019,Sports Interactive,Sega,06/Dez/2018
For The King,IronOak Games,Curve Digital,09/Mai/2019
Forager,HopFrog,Humble Bundle,30/Jul/2019
Forest Home,The Binary Mill,NextGen Reality,20/Jun/2019
Forever Forest,Mad about Pandas,Fictive Studio,14/Jan/2019
Forgotton Anne,Throughline Games,Square Enix Europe LTD,09/Nov/2018
Forklift - The Simulation,Enigma Entertainment,Polygon Art,16/Jul/2019
forma.8,MixedBag Srl,MixedBag Srl,24/Ago/2017
Fortnite,"Epic Games, Inc",Epic Games,12/Jun/2018
Fossil Hunters,Reptoid Games Inc.,"Smiling Buddha Games, LLC",28/Jun/2018
FOX n FORESTS,Bonus Level Entertainment,EuroVideo Medien,30/Mar/2019
Fractured Minds,Emily Mitchell,Wired Productions,30/Mar/2019
Fragment of Marine,Shiosai Sirens,Mediascape,11/Jan/2019
Framed Collection,Loveshack Entertainment,Surprise Attack,17/Mai/2018
Frane: Dragons' Odyssey,Exe Create Inc.,Kemco,09/Mai/2019
Frederic: Resurrection of Music,Forever Entertainment,Forever Entertainment,21/Dez/2017
Frederic 2: Evil Strikes Back,Forever Entertainment,Forever Entertainment,01/Fev/2018
Freecell Battle King,Making,Making,31/Jan/2019
Freecell Solitaire,Vertical Reach,Vertical Reach,07/Fev/2019
Freedom Planet,GalaxyTrail,Marvelous (XSEED),30/Ago/2018
Friday the 13th: Killer Puzzle,Blue Wizard Digital,Blue Wizard Digital,25/Out/2018
Friday the 13th: The Game Ultimate Slasher Edition,Black Tower Studios,Gun Media,13/Ago/2019
Frost,Studio Tenebres / Stage Clear Studios,Digerati,19/Jul/2018
FruitFall Crush,System 3 Software Ltd,System 3 Software,21/Dez/2017
Frutakia 2,Crazysoft Limited,Crazysoft,04/Out/2018
Full Metal Furies,Cellar Door Games,Cellar Door Games,06/Nov/2018
FullBlast,UFO Crash Games,Ratalaika Games,07/Set/2018
FUN! FUN! Animal Park,"Nippon Columbia CO., LTD.",Aksys Games,28/Mar/2019
FunBox Party,eHeroes,Drageus Games,14/Ago/2018
Funghi Explosion,Success,D3Publisher,20/Dez/2018
Furi,The Game Bakers,The Game Bakers,11/Jan/2018
FutureGrind,Milkbag Games,Milkbag Games,22/Jan/2019
Gakuen Club,OperaHouse Corporation,D3Publisher,30/Ago/2018
Gal Metal,DMM Games,Marvelous (XSEED),30/Out/2018
Gal Metal World Tour Edition,DMM Games,Marvelous (XSEED),30/Out/2018
Gal*Gun 2,"Inti Creates CO., LTD.",PQube,24/Abr/2018
GALAK-Z: The Void: Deluxe Edition,17-BIT,Golem Consulting,26/Mar/2019
GALAK-Z: Variant S,17-BIT,GungHo America,12/Jul/2018
Gaokao.Love.100Days,Navila Software Japan,Navila Software Japan,24/Set/2018
Garage,tinyBuild / Zombie Dynamics,tinyBuild Games,10/Mai/2018
Garage Mechanic Simulator,InImages,Ultimate Games,26/Jul/2019
Gato Roboto,doinksoft,Devolver Digital,30/Mai/2019
Gear.Club Unlimited,Eden Games,Microïds,21/Nov/2017
Gear.Club Unlimited 2,Eden Games,Microïds,04/Dez/2018
Geki Yaba Runner Anniversary Edition,QubicGames,QubicGames,31/Mai/2019
Gekido Kintaro's Revenge,Naps Team,Naps Team,22/Mar/2018
Gelly Break,ByteRockers' Games GmbH & Co. KG,EuroVideo Medien,29/Nov/2018
Gem Crash,Double Drive,Double Drive,22/Nov/2018
Gem Smashers,Raylight S.r.l.,Treva Entertainment GmbH,15/Mar/2018
Gems of War,505 Games,505 Games,26/Mar/2019
GetAmped Mobile,CyberStep,CyberStep,17/Jan/2019
Ghost 1.0,Unepic,Francis Cota,19/Jul/2018
Giana Sisters: Twisted Dreams - Owltimate Edition,Black Forest Games,HandyGames,28/Set/2018
Giga Wrecker ALT.,Game Freak,Rising Star Games,02/Mai/2019
Gigantic Army,Storybird,Storybird,21/Fev/2019
Ginger: Beyond the Crystal,Drakhar Studio S.L.,Badland Games,17/Nov/2017
Glaive: Brick Breaker,Blue Sunset Games,Blue Sunset Games,26/Abr/2018
Glass Masquerade,Onyx Lute,Digerati,08/Fev/2019
Gnomes Garden,8Floor Games,8Floor Games,06/Dez/2018
Gnomes Garden 2,8Floor Games,8Floor Games,03/Jan/2019
Gnomes Garden 3: The Thief of Castles,8Floor Games,8Floor Games,30/Ago/2018
Gnomes Garden: New Home,8Floor Games,8Floor Games,07/Fev/2019
Go Vacation,Bandai Namco Studios Inc.,Nintendo,27/Jul/2018
Goat Simulator: The GOATY,Coffee Stain Studios,Coffee Stain Publishing,23/Jan/2019
GoatPunks,Studio Canvas,MELLIFONT SANTIAGO,27/Abr/2019
God Eater 3,Bandai Namco Studios / Marvelous!,Bandai Namco Entertainment,12/Jul/2019
God Wars The Complete Legend,Kadokawa Games,NIS America,04/Set/2018
Godly Corp,Ultimate Games INC,Ultimate Games,05/Abr/2019
Gods Remastered,Robot Riot UG,Robot Riot,28/Mar/2019
Goetia,Sushee,Forever Entertainment,26/Abr/2018
GoFishing 3D,Mastercode,Ultimate Games,28/Mai/2019
Goken,Gianty,Gianty,28/Mar/2019
Golem Gates,Laser Guided Games,Digerati,31/Mai/2019
Golf Peaks,Afterburn,7Levels,14/Mar/2019
Golf Story,Sidebar Games,Sidebar Games,28/Set/2017
Gone Home,The Fullbright Company,Annapurna Interactive,06/Set/2018
GoNNER,Art in Heart,Raw Fury,29/Jun/2017
Goonya Fighter,Mutan,Mutan,27/Jun/2019
Goosebumps The Game,WayForward,GameMill Entertainment,09/Out/2018
Gorogoa,Buried Signal,Annapurna Interactive,14/Dez/2017
Gotcha Racing 2nd,"Arc System Works Co., Ltd.","Arc System Works Co., Ltd.",29/Mar/2018
Grab Lab,Digital Melody,Forever Entertainment,10/Jan/2019
Grab the Bottle,Sometimes You,Sometimes You,20/Jun/2018
Graceful Explosion Machine,Vertex Pop,Vertex Pop,06/Abr/2017
Grand Brix Shooter,Intragames,Intragames,29/Ago/2019
Grand Prix Rock 'N Racing,EnjoyUp Games,EnjoyUp Games,04/Jan/2018
Grandia HD Collection,Game Arts,GungHo America,16/Ago/2019
Grandpa and the Zombies,TWP / Tivola,Tivola,12/Set/2018
Grass Cutter - Mutated Lawns,Sometimes You,Sometimes You,10/Jul/2019
Grave Danger,Joindots,Joindots,28/Jun/2018
Grave Keeper,Ultimate Games,Forever Entertainment,08/Ago/2019
Graveyard Keeper,Lazy Bear Games,tinyBuild Games,27/Jun/2019
Gravity Duck,Woblyware,Ratalaika Games,16/Ago/2019
Green,Studio Green,Studio Green,02/Ago/2018
Green Game: TimeSwapper,iFun4all,iFun4all,17/Nov/2017
Greco’s Hall of Kanji: Learn Japanese - Beginner,media5 corporation.,media5,10/Abr/2019
Grid Mania,FX Valley,QubicGames,02/Mar/2018
GRIDD: Retroenhanced,Antab Studio,Kongregate,07/Jun/2018
Grim Fandango Remastered,Double Fine Productions,Double Fine Productions,01/Nov/2018
GRIP,Caged Element,Wired Productions,06/Nov/2018
GRIS,Nomada Studio,Devolver Digital,13/Dez/2018
Growtopia,Ubisoft,Ubisoft,18/Jul/2019
Guacamelee! Super Turbo Championship Edition,DrinkBox Studios,DrinkBox Studios,08/Out/2018
Guacamelee! 2,DrinkBox Studios,DrinkBox Studios,10/Dez/2018
Guilt Battle Arena,Invincible Cat,ForwardXP,01/Mar/2018
Guilty Gear,Arc System Works,Arc System Works,16/Mai/2019
Guilty Gear XX Accent Core Plus R,Arc System Works,Arc System Works,16/Mai/2019
Gunbarich for Nintendo Switch,Zerodiv Inc.,Zerodiv,03/Ago/2017
Gunbird for Nintendo Switch,Zerodiv Inc.,Zerodiv,07/Dez/2017
Gunbird 2 for Nintendo Switch,Zerodiv Inc.,Zerodiv,21/Jun/2018
Gunhouse,Necrosoft Games,Other Ocean Interactive,15/Jan/2018
Gunlord X,NGDEV,NGDEV,22/Mai/2019
Gunman Clive HD Collection,Hörberg Productions,Hörberg Productions,17/Jan/2019
Gunpowder on The Teeth: Arcade,Gunpowder Team / Forever Entertainment,Forever Entertainment,25/Jul/2019
Guns of Mercy - Rangers Edition,Storybird,Storybird,10/Jan/2019
"Guns, Gore and Cannoli",Crazy Monkey Studios,Crazy Monkey,21/Dez/2017
"Guns, Gore and Cannoli 2",Crazy Monkey Studios,Crazy Monkey,02/Ago/2018
Gurgamoth,The Quantum Astrophysicists Guild,QuantumAstroGuild,23/Ago/2019
Guts & Glory,HakJak Productions,tinyBuild Games,19/Jul/2018
Gyro Boss DX,Chequered Ink,Chequered Ink,03/Mai/2019
Halcyon 6: Starbase Commander,"Massive Damage, Inc.","Smiling Buddha Games, LLC",31/Jan/2019
Hammerwatch,Crackshell,BlitWorks,14/Dez/2017
Hamsterdam,Muse Games,Muse Games,01/Ago/2019
Hand Of Fate 2,Defiant Development,Defiant Development,17/Jul/2018
Hard West,CreativeForge Games S.A.,Forever Entertainment,07/Mar/2019
Hardway Party,Wastelands Interactive,Wastelands,27/Set/2018
Harvest Life,rokapublish GmbH,rokapublish,30/Nov/2018
Harvest Moon: Light of Hope Special Edition,Natsume,Natsume,29/Mai/2018
Has Been Heroes,Frozenbyte,Gametrust,28/Mar/2017
Heart&Slash,aheartfulofgames,Badland Games,22/Dez/2017
Heave Ho,Le Cartel Studio,Devolver Digital,29/Ago/2019
Hell Warders,Anti Gravity Game Studios,PQube,21/Fev/2019
Hellblade: Senua's Sacrifice,Ninja Theory Ltd.,Ninja Theory Ltd.,11/Abr/2019
Hellmut: The Badass from Hell,2tainment,2tainment,02/Mai/2019
Hello Kitty Kruisers,Maestro Interactive,Rising Star Games,24/Abr/2018
Hello Neighbor,Dynamic Pixels,tinyBuild Games,27/Jul/2018
Hello Neighbor Hide and Seek,Dynamic Pixels,tinyBuild Games,07/Dez/2018
Her Majesty's SPIFFING,Billy Goat Entertainment Ltd,Billy Goat,01/Fev/2018
Hero Express,Fantastico Studio,Fantastico Studio,05/Jul/2019
Heroes of the Monkey Tavern,Monkey Stories,Monkey Stories,07/Nov/2017
Heroes Trials,Shinyuden,Ratalaika Games,25/Jan/2019
Heroki,Picomy,Picomy,20/Jul/2018
Hexa Maze,Joindots,Treva Entertainment GmbH,14/Fev/2019
Hexologic,Hexologic,Hexologic,12/Jun/2018
Hidden Folks,Adriaan de Jongh,Adriaan de Jongh,31/Out/2018
High Noon Revolver,Mike Studios,Keybol Games,23/Jul/2019
Hiragana Pixel Party,Springloaded,Springloaded,16/Dez/2017
History 2048,Run-Down Games,Run-Down Games,01/Mar/2019
Hive Jump,Graphite Lab,Graphite Lab,11/Jan/2019
Hob: The Definitive Edition,Runic Games,Perfect World Entertainment,04/Abr/2019
Hoggy2,Raptisoft,Ratalaika Games,26/Jul/2019
Hollow,MMEU,Forever Entertainment,22/Fev/2018
Hollow Knight,Team Cherry,Team Cherry,12/Jun/2018
Holy Potatoes! A Weapon Shop?!,Daylight Studios,Rising Star Games,12/Jul/2018
Holy Potatoes! We're In Space?!,Daylight Studios,Rising Star Games,17/Jan/2019
Home Escape,Pat-o-logic Studio,Pat-o-logic Studio,21/Jun/2019
Homo Machina,Seaven Studio / Darjeeling Production,ARTE Experience,25/Abr/2019
Hook,Rainbow Train,Rainbow Train,14/Mar/2019
Hookbots,Tree Interactive,Tree Interactive,28/Ago/2019
HoPiKo,Laser Dog,Merge Games,10/Jan/2019
Horizon Chase Turbo,Aquiris Game Studio,Aquiris,28/Nov/2018
Hot Springs Story,Kairosoft,Kairosoft,11/Out/2018
Hotel Dracula,Baked Games,Ultimate Games,26/Abr/2019
Hotel Transylvania 3 Monsters Overboard,Torus Games,Outright Games,10/Jul/2018
Hotline Miami Collection,Dennaton Games,Devolver Digital,19/Ago/2019
Hover,Fusty Game,Plug In Digital,20/Set/2018
Hue,Fiddlesticks,Curve Digital,06/Jun/2019
Human Resource Machine,Tomorrow Corporation,Tomorrow Corporation,16/Mar/2017
Human: Fall Flat,No Brakes Games,Curve Digital,07/Dez/2017
Human Rocket Person,2nd Studio,2nd Studio,27/Jun/2019
Hungry Baby: Party Treats,Digital Melody,QubicGames,24/Mai/2019
Hungry Shark World,Future Games of London,Ubisoft,17/Jul/2018
Hunter's Legacy: Purrfect Edition,Lienzo,Lienzo,13/Dez/2018
Hunting Simulator,Neopica,Bigben Interactive,10/Jul/2018
Hyper Light Drifter - Special Edition,Heart Machine,Abylight,06/Set/2018
Hyper Sentinel,Four5Six Pixel,Huey Games,11/Mai/2018
Hyperlight Ultimate,CatfishBlues Games,CatfishBlues Games,09/Jul/2019
Hyperide: Vector Raid,Kool2Play,Arts Alliance,17/Dez/2018
Hyrule Warriors: Definitive Edition,"Koei Tecmo Games CO., LTD.",Nintendo,18/Mai/2018
I am Setsuna,Tokyo RPG Factory,Square Enix,03/Mar/2017
I Am The Hero,Crazyant,Ratalaika Games,30/Nov/2018
I and Me,Wish Fang,Ratalaika Games,13/Jul/2017
I Hate Running Backwards,Binx Interactive,Devolver Digital,19/Out/2018
I Wanna Fly,Ultimate Games INC,Ultimate Games,20/Fev/2019
"I, Zombie",Awesome Games Studio Sp. z o.o.,Awesome Games,08/Mar/2018
